date,center,city,volunteer,subject,students_present,homework_given,pt_done,prayer_done,extra_activity
2024-01-24,Bangalore-07,Bangalore,Rajesh Sharma,English,32,False,False,True,False
2024-01-24,Bangalore-07,Bangalore,Anita Desai,Language,32,True,True,True,False
2024-01-25,Pune-01,Pune,Suresh Kumar,GK,24,True,False,True,False
2024-01-25,Pune-12,Pune,Anita Desai,GK,35,True,False,True,False
2024-01-25,Pune-12,Pune,Anita Desai,Language,35,False,True,False,True
2024-01-25,Pune-12,Pune,Meena Patel,Language,35,False,False,False,False
2024-01-25,Pune-12,Pune,Anita Desai,GK,35,True,False,False,False
2024-01-25,Mumbai-03,Mumbai,Meena Patel,Language,35,True,True,True,False
2024-01-25,Delhi-05,Delhi,Meena Patel,GK,30,True,False,True,True
2024-01-25,Delhi-05,Delhi,Anita Desai,English,30,False,False,True,True
2024-01-25,Delhi-05,Delhi,Anita Desai,Maths,30,False,True,True,True
2024-01-25,Delhi-05,Delhi,Meena Patel,GK,30,False,False,False,False
2024-01-26,Pune-01,Pune,Rajesh Sharma,Language,17,True,False,False,True
2024-01-26,Mumbai-03,Mumbai,Vikram Singh,Maths,29,True,True,True,False
2024-01-26,Mumbai-03,Mumbai,Vikram Singh,Language,29,False,False,True,True
2024-01-26,Mumbai-03,Mumbai,Vikram Singh,GK,29,True,False,True,True
2024-01-26,Mumbai-03,Mumbai,Suresh Kumar,English,29,True,False,True,False
2024-01-26,Delhi-05,Delhi,Meena Patel,Maths,25,True,True,True,False
2024-01-26,Delhi-05,Delhi,Meena Patel,GK,25,True,True,True,False
2024-01-26,Delhi-05,Delhi,Suresh Kumar,GK,25,True,True,True,False
2024-01-27,Pune-01,Pune,Vikram Singh,Maths,17,True,False,False,False
2024-01-27,Pune-01,Pune,Suresh Kumar,Language,17,True,False,True,False
2024-01-27,Pune-12,Pune,Meena Patel,English,18,False,False,False,True
2024-01-27,Mumbai-03,Mumbai,Suresh Kumar,English,38,True,False,True,True
2024-01-27,Mumbai-03,Mumbai,Rajesh Sharma,Language,38,False,False,True,True
2024-01-27,Bangalore-07,Bangalore,Vikram Singh,GK,21,True,False,True,False
2024-01-27,Bangalore-07,Bangalore,Rajesh Sharma,Maths,21,True,True,False,False
2024-01-27,Bangalore-07,Bangalore,Suresh Kumar,GK,21,False,False,False,True
2024-01-27,Bangalore-07,Bangalore,Vikram Singh,English,21,True,False,True,False
2024-01-28,Pune-01,Pune,Anita Desai,English,36,True,True,True,False
2024-01-28,Pune-01,Pune,Meena Patel,English,36,True,False,False,True
2024-01-28,Pune-01,Pune,Rajesh Sharma,Maths,36,True,False,True,False
2024-01-28,Pune-12,Pune,Vikram Singh,GK,23,True,True,True,False
2024-01-28,Pune-12,Pune,Vikram Singh,English,23,False,False,False,False
2024-01-28,Pune-12,Pune,Rajesh Sharma,GK,23,False,False,True,False
2024-01-28,Pune-12,Pune,Rajesh Sharma,English,23,True,False,False,False
2024-01-28,Delhi-05,Delhi,Suresh Kumar,Maths,39,True,True,True,False
2024-01-28,Delhi-05,Delhi,Suresh Kumar,English,39,True,False,True,False
2024-01-28,Delhi-05,Delhi,Vikram Singh,GK,39,True,True,False,False
2024-01-28,Delhi-05,Delhi,Anita Desai,English,39,True,False,False,True
2024-01-28,Bangalore-07,Bangalore,Suresh Kumar,Language,19,False,True,True,False
2024-01-28,Bangalore-07,Bangalore,Meena Patel,Maths,19,True,True,True,False
2024-01-28,Bangalore-07,Bangalore,Suresh Kumar,English,19,False,True,True,False
2024-01-29,Pune-01,Pune,Rajesh Sharma,English,34,True,True,True,True
2024-01-29,Pune-01,Pune,Rajesh Sharma,Maths,34,True,True,False,False
2024-01-29,Pune-01,Pune,Suresh Kumar,Language,34,True,True,True,False
2024-01-29,Pune-01,Pune,Rajesh Sharma,English,34,False,False,False,True
2024-01-29,Pune-12,Pune,Vikram Singh,GK,36,True,True,False,True
2024-01-29,Pune-12,Pune,Vikram Singh,Maths,36,True,False,True,True
2024-01-29,Pune-12,Pune,Meena Patel,Language,36,False,False,True,True
2024-01-29,Pune-12,Pune,Suresh Kumar,GK,36,False,False,True,False
2024-01-29,Mumbai-03,Mumbai,Vikram Singh,English,31,True,True,True,False
2024-01-29,Delhi-05,Delhi,Vikram Singh,English,20,True,False,False,False
2024-01-29,Delhi-05,Delhi,Vikram Singh,Maths,20,False,True,True,True
2024-01-29,Delhi-05,Delhi,Meena Patel,Language,20,True,False,True,True
2024-01-29,Bangalore-07,Bangalore,Vikram Singh,Language,33,False,False,False,True
2024-01-29,Bangalore-07,Bangalore,Vikram Singh,Maths,33,True,False,True,False
2024-01-29,Bangalore-07,Bangalore,Vikram Singh,GK,33,True,False,True,False
2024-01-29,Bangalore-07,Bangalore,Meena Patel,Language,33,False,True,False,False
2024-01-30,Pune-12,Pune,Suresh Kumar,Maths,36,True,False,True,False
2024-01-30,Pune-12,Pune,Meena Patel,Language,36,True,False,False,False
2024-01-30,Pune-12,Pune,Suresh Kumar,Maths,36,True,False,False,False
2024-01-30,Mumbai-03,Mumbai,Meena Patel,GK,19,True,True,False,False
2024-01-30,Mumbai-03,Mumbai,Rajesh Sharma,GK,19,True,False,False,True
2024-01-30,Mumbai-03,Mumbai,Vikram Singh,Maths,19,False,False,True,True
2024-01-30,Mumbai-03,Mumbai,Rajesh Sharma,Language,19,False,True,True,True
2024-01-30,Delhi-05,Delhi,Meena Patel,GK,30,False,True,False,False
2024-01-31,Pune-12,Pune,Vikram Singh,Language,24,True,False,False,True
2024-01-31,Mumbai-03,Mumbai,Suresh Kumar,Maths,23,True,False,True,False
2024-01-31,Mumbai-03,Mumbai,Suresh Kumar,Language,23,True,True,True,False
2024-01-31,Bangalore-07,Bangalore,Meena Patel,GK,19,True,False,False,False
2024-01-31,Bangalore-07,Bangalore,Suresh Kumar,Language,19,True,False,False,True
2024-02-01,Pune-12,Pune,Suresh Kumar,GK,23,True,False,True,False
2024-02-01,Pune-12,Pune,Suresh Kumar,GK,23,False,False,True,False
2024-02-01,Pune-12,Pune,Meena Patel,English,23,True,False,False,True
2024-02-01,Pune-12,Pune,Rajesh Sharma,Language,23,True,False,False,False
2024-02-01,Mumbai-03,Mumbai,Suresh Kumar,Maths,31,False,True,True,True
2024-02-01,Mumbai-03,Mumbai,Anita Desai,Language,31,True,False,False,False
2024-02-01,Mumbai-03,Mumbai,Anita Desai,Maths,31,True,True,True,False
2024-02-01,Mumbai-03,Mumbai,Vikram Singh,English,31,True,False,True,True
2024-02-01,Delhi-05,Delhi,Anita Desai,Maths,38,True,False,False,False
2024-02-02,Pune-01,Pune,Suresh Kumar,Language,26,True,True,False,False
2024-02-02,Pune-12,Pune,Anita Desai,GK,32,True,False,False,True
2024-02-02,Mumbai-03,Mumbai,Vikram Singh,Language,28,True,True,False,False
2024-02-02,Mumbai-03,Mumbai,Meena Patel,Language,28,True,False,False,False
2024-02-02,Mumbai-03,Mumbai,Anita Desai,Maths,28,True,True,True,False
2024-02-02,Delhi-05,Delhi,Anita Desai,GK,34,False,False,True,False
2024-02-02,Bangalore-07,Bangalore,Vikram Singh,Language,34,False,False,True,False
2024-02-02,Bangalore-07,Bangalore,Suresh Kumar,English,34,False,False,True,False
2024-02-02,Bangalore-07,Bangalore,Vikram Singh,Maths,34,True,True,True,False
2024-02-03,Delhi-05,Delhi,Suresh Kumar,GK,39,True,True,True,True
2024-02-03,Delhi-05,Delhi,Meena Patel,English,39,True,False,True,False
2024-02-03,Delhi-05,Delhi,Meena Patel,English,39,True,False,False,True
2024-02-03,Bangalore-07,Bangalore,Meena Patel,GK,32,True,True,False,False
2024-02-03,Bangalore-07,Bangalore,Suresh Kumar,GK,32,True,False,True,True
2024-02-03,Bangalore-07,Bangalore,Anita Desai,Maths,32,True,False,True,True
2024-02-03,Bangalore-07,Bangalore,Anita Desai,Maths,32,True,True,False,False
2024-02-04,Pune-12,Pune,Suresh Kumar,English,35,False,True,True,False
2024-02-04,Pune-12,Pune,Anita Desai,English,35,True,False,True,True
2024-02-04,Mumbai-03,Mumbai,Suresh Kumar,Language,20,True,False,True,False
2024-02-04,Mumbai-03,Mumbai,Vikram Singh,GK,20,False,True,False,True
2024-02-04,Mumbai-03,Mumbai,Anita Desai,Language,20,True,True,True,False
2024-02-04,Mumbai-03,Mumbai,Suresh Kumar,Language,20,True,False,True,False
2024-02-04,Delhi-05,Delhi,Meena Patel,Maths,21,True,False,False,False
2024-02-04,Bangalore-07,Bangalore,Anita Desai,English,32,True,False,True,False
2024-02-05,Pune-12,Pune,Rajesh Sharma,GK,17,True,False,False,False
2024-02-05,Pune-12,Pune,Meena Patel,GK,17,False,True,False,True
2024-02-05,Mumbai-03,Mumbai,Anita Desai,Language,26,True,False,False,False
2024-02-05,Mumbai-03,Mumbai,Suresh Kumar,Maths,26,True,False,True,False
2024-02-05,Mumbai-03,Mumbai,Anita Desai,Language,26,True,True,False,False
2024-02-05,Delhi-05,Delhi,Suresh Kumar,English,20,True,True,True,False
2024-02-05,Delhi-05,Delhi,Anita Desai,English,20,True,False,True,False
2024-02-05,Delhi-05,Delhi,Meena Patel,Maths,20,True,True,True,False
2024-02-05,Bangalore-07,Bangalore,Anita Desai,GK,38,False,False,True,False
2024-02-05,Bangalore-07,Bangalore,Meena Patel,GK,38,False,True,False,False
2024-02-06,Pune-01,Pune,Rajesh Sharma,GK,19,False,False,True,False
2024-02-06,Mumbai-03,Mumbai,Anita Desai,GK,15,True,True,True,True
2024-02-06,Delhi-05,Delhi,Rajesh Sharma,Language,22,True,True,False,False
2024-02-06,Bangalore-07,Bangalore,Anita Desai,English,16,True,True,False,True
2024-02-07,Pune-01,Pune,Anita Desai,Language,34,True,False,True,False
2024-02-07,Pune-12,Pune,Anita Desai,Language,27,True,True,False,False
2024-02-07,Pune-12,Pune,Meena Patel,GK,27,False,False,False,True
2024-02-07,Pune-12,Pune,Suresh Kumar,English,27,True,False,True,True
2024-02-07,Mumbai-03,Mumbai,Rajesh Sharma,Maths,38,True,True,False,False
2024-02-07,Mumbai-03,Mumbai,Rajesh Sharma,GK,38,False,True,True,False
2024-02-07,Mumbai-03,Mumbai,Meena Patel,Language,38,True,False,True,True
2024-02-07,Delhi-05,Delhi,Rajesh Sharma,GK,21,True,False,True,False
2024-02-07,Delhi-05,Delhi,Suresh Kumar,Maths,21,True,True,True,True
2024-02-07,Bangalore-07,Bangalore,Rajesh Sharma,Language,17,True,False,False,True
2024-02-07,Bangalore-07,Bangalore,Rajesh Sharma,GK,17,False,True,False,False
2024-02-07,Bangalore-07,Bangalore,Meena Patel,English,17,True,True,False,True
